15050	1000	100
711	28	
830	57	
621	36	
845	16	
82	61	
701	77	
795	13	
591	26	
630	55	
648	56	
421	99	
110	14	
701	59	
904	50	
83	100	
148	36	
383	70	
649	7	
520	27	
885	72	
542	22	
164	81	
391	28	
49	100	
740	82	
899	81	
948	23	
601	51	
32	92	
834	74	
836	83	
885	36	
383	26	
893	40	
832	82	
221	59	
43	50	
271	73	
161	13	
69	41	
26	45	
793	67	
150	35	
325	38	
490	22	
73	50	
617	26	
477	99	
85	96	
570	9	
551	92	
994	57	
39	85	
276	48	
701	74	
582	49	
552	75	
607	89	
458	63	
677	3	
58	79	
100	71	
694	91	
847	23	
451	60	
172	42	
863	12	
752	27	
906	13	
48	23	
318	18	
133	51	
234	83	
952	1	
592	90	
959	34	
480	19	
847	32	
787	94	
220	21	
345	97	
138	51	
413	33	
366	73	
156	11	
59	1	
619	72	
50	56	
377	79	
150	29	
158	38	
577	49	
706	44	
16	97	
889	71	
306	42	
335	96	
980	84	
906	12	
750	83	
109	73	
903	67	
484	69	
370	75	
967	18	
965	20	
797	62	
122	68	
752	19	
28	93	
929	92	
413	85	
836	8	
530	69	
532	44	
540	60	
791	13	
994	87	
737	86	
251	53	
576	70	
718	29	
22	94	
907	80	
947	38	
919	70	
77	46	
874	65	
890	96	
193	44	
304	30	
648	91	
458	48	
143	81	
45	38	
642	15	
867	80	
65	58	
160	91	
579	8	
39	13	
542	78	
830	78	
293	84	
314	1	
999	16	
478	50	
554	88	
374	87	
934	80	
640	81	
123	61	
350	77	
669	74	
190	6	
612	33	
939	96	
289	63	
955	77	
344	84	
997	48	
387	95	
732	35	
840	12	
515	41	
237	4	
13	95	
670	19	
809	21	
984	69	
490	6	
398	91	
8	71	
476	19	
245	49	
151	90	
251	90	
979	89	
38	4	
357	30	
425	27	
73	68	
839	41	
579	76	
669	51	
631	85	
701	6	
386	79	
74	9	
946	21	
630	87	
66	51	
543	16	
997	42	
543	7	
696	48	
117	13	
509	49	
609	76	
116	71	
602	73	
219	18	
410	56	
359	92	
312	28	
378	19	
995	19	
656	68	
382	31	
259	39	
555	52	
247	72	
805	97	
981	36	
113	72	
479	9	
975	89	
125	88	
359	46	
383	16	
153	11	
120	71	
1	95	
832	94	
972	59	
228	97	
588	63	
180	99	
221	73	
854	57	
125	26	
368	70	
948	88	
931	12	
96	59	
793	66	
838	32	
188	46	
455	73	
92	33	
86	93	
103	36	
501	19	
312	67	
182	73	
937	8	
835	53	
453	55	
614	1	
833	54	
264	21	
290	4	
160	97	
465	16	
601	37	
372	92	
297	64	
498	46	
990	84	
105	81	
219	62	
691	12	
49	76	
741	31	
84	45	
164	83	
284	68	
238	56	
175	73	
127	88	
735	86	
924	69	
734	41	
593	37	
821	64	
82	61	
274	100	
953	1	
38	59	
396	45	
905	93	
329	91	
901	84	
128	23	
575	41	
392	22	
399	8	
11	89	
695	39	
877	45	
974	83	
587	97	
991	19	
261	37	
465	51	
131	34	
771	85	
719	88	
973	68	
88	18	
790	15	
289	80	
39	42	
750	81	
846	96	
169	92	
628	49	
721	91	
799	4	
300	38	
260	95	
580	7	
728	60	
214	77	
360	12	
510	28	
642	89	
76	20	
646	90	
610	3	
958	60	
532	5	
38	24	
635	83	
763	13	
683	97	
978	20	
119	92	
704	34	
758	86	
261	50	
478	3	
596	70	
447	45	
560	49	
259	49	
422	70	
734	78	
846	38	
574	15	
279	24	
714	21	
773	20	
343	47	
950	46	
277	7	
525	29	
633	21	
840	50	
12	58	
793	15	
952	35	
116	66	
449	72	
863	13	
89	21	
132	11	
393	31	
602	41	
693	1	
746	59	
608	32	
176	33	
877	60	
995	70	
922	30	
101	27	
944	84	
881	16	
572	80	
884	55	
531	84	
992	58	
11	80	
440	34	
446	74	
999	92	
391	50	
328	22	
517	100	
454	55	
859	53	
864	80	
280	22	
322	93	
296	30	
224	36	
105	35	
656	36	
227	30	
161	94	
975	22	
475	23	
778	53	
916	74	
856	22	
56	48	
210	51	
624	1	
75	27	
602	19	
926	41	
860	96	
154	41	
490	41	
173	34	
753	39	
691	24	
390	36	
858	99	
341	44	
593	80	
834	59	
796	28	
361	13	
298	30	
738	41	
656	36	
672	96	
1000	61	
832	50	
717	79	
772	43	
19	54	
727	35	
727	84	
645	35	
349	36	
754	55	
31	48	
967	88	
888	2	
437	48	
110	94	
486	77	
966	10	
886	44	
19	49	
707	5	
98	34	
755	88	
301	97	
189	35	
116	70	
871	25	
145	5	
331	85	
99	54	
709	20	
63	87	
79	50	
794	50	
845	83	
999	89	
660	26	
735	87	
181	92	
527	8	
598	77	
310	25	
840	5	
929	44	
77	40	
98	89	
473	38	
252	19	
353	76	
395	75	
598	96	
576	43	
81	43	
116	50	
43	29	
32	71	
142	6	
573	53	
319	59	
303	86	
720	7	
119	86	
208	64	
536	42	
782	93	
402	15	
94	85	
696	96	
741	33	
75	2	
663	7	
520	35	
135	73	
412	56	
856	55	
908	34	
739	95	
314	98	
875	63	
506	71	
948	57	
427	76	
494	23	
137	44	
838	68	
39	46	
135	60	
6	85	
959	78	
371	41	
395	45	
244	13	
473	85	
505	51	
908	35	
